indicator_id,claim_id,indicator_type,indicator_value,score,review_status,claim_type,claim_amount,status,fraud_flag,claim_month,channel
2790,2301,Rapid Settlement,0,55.0,Flagged,Health,42406,Pending,0,2026-03,Partnership
2791,19227,High Claim Ratio,0,65.9,Cleared,Accident,22615,Settled,0,2025-12,Agent
2792,9729,Repeat Claimant,1,77.8,Flagged,Fire,19531,Settled,0,2024-04,Agent
2793,15556,Repeat Claimant,1,97.7,Flagged,Accident,113040,Settled,0,2024-12,Bancassurance
2794,18078,Amount Rounding,0,13.7,Under Review,Theft,36092,Settled,0,2024-05,Online
2795,14099,Rapid Settlement,1,35.6,Flagged,Health,13689,Settled,0,2025-09,Aggregator
2796,11823,Amount Rounding,1,98.2,Cleared,Fire,139312,Pending,0,2024-07,Aggregator
2797,16808,High Claim Ratio,0,79.4,Confirmed,Theft,22554,Settled,0,2024-04,Online
2798,4373,Policy-Claim Gap,0,8.6,Cleared,Theft,54510,Settled,0,2025-02,Aggregator
2799,2419,Rapid Settlement,1,89.3,Under Review,Accident,77444,Settled,0,2025-10,Online
2800,6250,High Claim Ratio,0,9.5,Cleared,Health,42600,Settled,0,2025-10,Online
2801,15463,Policy-Claim Gap,1,11.9,Under Review,Theft,40814,Pending,0,2025-10,Online
2802,19486,Repeat Claimant,1,44.1,Cleared,Health,320570,Settled,0,2026-02,Partnership
2803,2878,Amount Rounding,1,25.8,Cleared,Health,50300,Settled,0,2026-03,Bancassurance
2804,1174,High Claim Ratio,1,62.0,Confirmed,Natural Disaster,6381,Settled,0,2025-09,Partnership
2805,5679,Rapid Settlement,1,60.2,Cleared,Natural Disaster,5556,Settled,0,2026-02,Bancassurance
2806,18379,Repeat Claimant,1,91.3,Flagged,Accident,9368,Settled,0,2025-07,Agent
2807,6000,High Claim Ratio,1,71.0,Confirmed,Accident,38283,Settled,0,2025-02,Agent
2808,11361,Amount Rounding,1,7.7,Flagged,Accident,17697,Settled,0,2026-03,Aggregator
2809,10266,High Claim Ratio,0,44.0,Flagged,Health,64363,Settled,0,2024-03,Agent
2810,2042,Amount Rounding,1,60.1,Flagged,Theft,36538,Settled,0,2026-02,Online
2811,5675,High Claim Ratio,0,1.9,Under Review,Accident,67235,Rejected,0,2024-08,Aggregator
2812,12314,Policy-Claim Gap,1,53.3,Confirmed,Health,33651,Pending,0,2024-10,Aggregator
2813,15589,High Claim Ratio,1,92.7,Under Review,Theft,106551,Settled,0,2025-09,Online
2814,19844,Amount Rounding,0,74.5,Under Review,Health,7712,Settled,0,2026-02,Agent
2815,17922,High Claim Ratio,1,30.4,Under Review,Accident,121441,Settled,0,2024-11,Online
2816,14531,Policy-Claim Gap,1,68.4,Cleared,Natural Disaster,40360,Settled,0,2024-11,Online
2817,17641,Amount Rounding,1,50.5,Flagged,Accident,22162,Pending,0,2025-05,Aggregator
2818,16615,High Claim Ratio,0,81.1,Cleared,Accident,43595,Pending,0,2024-04,Online
2819,4065,Policy-Claim Gap,1,43.6,Under Review,Accident,71416,Settled,0,2026-01,Agent
2820,3748,Repeat Claimant,1,31.2,Confirmed,Health,23123,Settled,0,2025-10,Bancassurance
2821,18468,Repeat Claimant,0,90.0,Flagged,Accident,551748,Settled,0,2025-03,Agent
2822,16195,Policy-Claim Gap,1,72.7,Flagged,Accident,87042,Rejected,0,2025-03,Agent
2823,5203,High Claim Ratio,0,12.0,Confirmed,Health,33884,Settled,0,2024-06,Partnership
2824,10314,Rapid Settlement,1,96.2,Flagged,Health,80689,Settled,0,2025-02,Bancassurance
2825,19793,Rapid Settlement,1,16.6,Under Review,Health,101640,Settled,0,2024-09,Partnership
2826,5492,Policy-Claim Gap,1,92.3,Under Review,Fire,318495,Settled,0,2024-02,Online
2827,1626,Amount Rounding,1,5.5,Cleared,Natural Disaster,11099,Rejected,0,2024-01,Bancassurance
2828,16952,Rapid Settlement,1,34.2,Flagged,Accident,8430,Pending,0,2025-06,Aggregator
2829,2297,Amount Rounding,1,73.6,Under Review,Accident,67223,Pending,0,2024-08,Online
2830,15738,High Claim Ratio,1,77.4,Under Review,Accident,35558,Settled,0,2025-12,Online
2831,447,Amount Rounding,0,12.8,Confirmed,Natural Disaster,17248,Pending,0,2025-08,Agent
2832,15606,Amount Rounding,0,33.5,Flagged,Theft,48769,Rejected,0,2024-08,Online
2833,12388,Repeat Claimant,1,45.6,Flagged,Theft,153293,Settled,0,2024-12,Agent
2834,5300,High Claim Ratio,0,17.7,Flagged,Accident,126799,Rejected,0,2024-07,Online
2835,2564,Amount Rounding,0,55.8,Under Review,Health,15932,Settled,0,2024-02,Bancassurance
2836,14969,High Claim Ratio,1,54.8,Flagged,Theft,142244,Settled,0,2024-01,Online
2837,13321,Amount Rounding,1,36.5,Cleared,Accident,93377,Settled,0,2026-05,Aggregator
2838,13950,Policy-Claim Gap,1,99.5,Flagged,Theft,27887,Settled,1,2025-05,Bancassurance
2839,4100,High Claim Ratio,0,65.4,Flagged,Accident,29136,Settled,0,2024-08,Partnership
2840,6821,Policy-Claim Gap,1,23.7,Cleared,Health,30247,Settled,0,2025-05,Aggregator
2841,13060,Rapid Settlement,1,95.8,Flagged,Health,76367,Settled,0,2024-06,Online
2842,14455,Rapid Settlement,0,43.5,Flagged,Natural Disaster,63306,Settled,0,2026-05,Online
2843,5994,Amount Rounding,0,51.9,Flagged,Theft,119596,Settled,0,2025-12,Agent
2844,14621,Repeat Claimant,0,54.6,Cleared,Accident,33814,Settled,0,2025-01,Online
2845,15139,Policy-Claim Gap,1,27.1,Confirmed,Health,641077,Settled,0,2026-01,Aggregator
2846,15596,High Claim Ratio,1,3.8,Under Review,Health,21159,Settled,0,2024-07,Bancassurance
2847,16114,Amount Rounding,1,39.3,Confirmed,Health,62459,Settled,0,2024-02,Aggregator
2848,16711,Amount Rounding,1,69.2,Confirmed,Health,26650,Settled,0,2025-09,Agent
2849,5816,Rapid Settlement,1,47.7,Flagged,Fire,60540,Settled,0,2024-06,Online
2850,18712,Amount Rounding,1,33.9,Under Review,Fire,16999,Settled,0,2025-11,Aggregator
2851,4375,High Claim Ratio,1,56.0,Under Review,Accident,560761,Settled,0,2026-04,Online
2852,1496,High Claim Ratio,0,58.9,Flagged,Accident,94495,Settled,0,2024-10,Agent
2853,9036,Repeat Claimant,1,88.6,Flagged,Accident,42857,Settled,0,2024-09,Partnership
2854,232,High Claim Ratio,0,28.3,Flagged,Accident,43280,Settled,0,2025-09,Aggregator
2855,6897,Rapid Settlement,0,18.2,Flagged,Accident,36685,Settled,0,2024-01,Bancassurance
2856,1817,Amount Rounding,1,57.5,Flagged,Accident,12914,Settled,0,2024-08,Agent
2857,7179,Repeat Claimant,0,78.8,Confirmed,Health,207140,Rejected,0,2026-02,Agent
2858,13574,Policy-Claim Gap,1,57.1,Under Review,Health,6836,Settled,0,2025-09,Online
2859,8228,Policy-Claim Gap,0,17.4,Under Review,Accident,64569,Settled,0,2026-01,Agent
2860,4109,Amount Rounding,1,94.6,Under Review,Natural Disaster,72724,Settled,0,2025-06,Online
2861,2099,Repeat Claimant,0,26.5,Under Review,Accident,108609,Settled,0,2025-10,Online
2862,11035,Policy-Claim Gap,1,63.7,Flagged,Fire,154923,Settled,0,2025-10,Agent
2863,18618,High Claim Ratio,0,57.3,Under Review,Accident,14470,Pending,0,2025-11,Agent
2864,5959,Rapid Settlement,1,41.8,Under Review,Accident,14406,Settled,0,2024-07,Aggregator
2865,13107,Amount Rounding,1,74.9,Cleared,Fire,43051,Settled,0,2025-11,Online
2866,1133,High Claim Ratio,0,62.9,Flagged,Accident,32175,Rejected,0,2025-11,Aggregator
2867,72,High Claim Ratio,1,42.9,Under Review,Health,127661,Rejected,0,2025-08,Bancassurance
2868,17483,High Claim Ratio,0,62.1,Flagged,Health,71502,Settled,0,2025-08,Agent
2869,3412,Policy-Claim Gap,1,31.0,Confirmed,Accident,111088,Settled,0,2025-04,Online
2870,10742,Rapid Settlement,1,92.0,Confirmed,Theft,28329,Settled,1,2026-04,Bancassurance
2871,7612,High Claim Ratio,0,3.1,Confirmed,Health,8492,Settled,0,2024-08,Aggregator
2872,3921,Amount Rounding,0,37.0,Flagged,Accident,6824,Settled,0,2026-06,Online
2873,6613,High Claim Ratio,0,18.0,Flagged,Health,240508,Settled,0,2025-04,Partnership
2874,16153,Repeat Claimant,0,17.2,Cleared,Accident,38116,Rejected,0,2025-01,Online
2875,7219,Rapid Settlement,1,37.0,Flagged,Fire,11085,Settled,0,2025-03,Aggregator
2876,6811,Policy-Claim Gap,1,96.7,Under Review,Accident,16165,Settled,0,2024-01,Online
2877,12344,Repeat Claimant,1,29.5,Under Review,Theft,31903,Settled,0,2025-10,Aggregator
2878,7493,Amount Rounding,0,71.2,Cleared,Accident,27324,Settled,0,2025-06,Aggregator
2879,7558,Policy-Claim Gap,1,3.6,Cleared,Health,61222,Settled,0,2024-05,Online
2880,5926,High Claim Ratio,0,30.4,Under Review,Health,62340,Settled,0,2026-02,Bancassurance
2881,16483,Rapid Settlement,1,20.6,Confirmed,Theft,91654,Settled,0,2024-06,Agent
2882,5221,Repeat Claimant,0,62.4,Under Review,Accident,14598,Rejected,0,2025-07,Agent
2883,17120,Policy-Claim Gap,0,43.6,Confirmed,Health,25934,Pending,0,2024-07,Agent
2884,9571,Rapid Settlement,1,9.5,Under Review,Theft,21124,Settled,0,2024-12,Aggregator
2885,13923,High Claim Ratio,1,91.9,Confirmed,Health,37272,Pending,0,2024-08,Agent
2886,19907,Policy-Claim Gap,0,26.5,Flagged,Theft,50381,Settled,0,2025-03,Bancassurance
2887,6511,Rapid Settlement,1,66.3,Under Review,Health,39066,Settled,0,2024-09,Online
2888,6568,Policy-Claim Gap,1,67.4,Under Review,Natural Disaster,82231,Settled,1,2024-10,Agent
2889,18520,Amount Rounding,0,94.6,Confirmed,Health,18949,Rejected,0,2025-05,Online
2890,17194,Policy-Claim Gap,1,10.7,Confirmed,Accident,71695,Settled,0,2025-01,Online
2891,5442,Rapid Settlement,0,71.5,Under Review,Health,847533,Settled,0,2025-05,Agent
2892,3299,Amount Rounding,1,49.5,Under Review,Natural Disaster,58900,Pending,1,2026-02,Bancassurance
2893,2892,Repeat Claimant,1,50.1,Flagged,Health,48657,Settled,0,2024-11,Online
2894,12986,Repeat Claimant,1,4.1,Cleared,Natural Disaster,9421,Settled,0,2024-07,Agent
2895,4981,Policy-Claim Gap,1,85.6,Flagged,Natural Disaster,132339,Rejected,0,2024-05,Bancassurance
2896,10539,Policy-Claim Gap,1,10.6,Cleared,Fire,34366,Settled,0,2024-04,Agent
2897,3291,Rapid Settlement,1,93.3,Under Review,Health,48799,Settled,0,2024-04,Agent
2898,8727,High Claim Ratio,1,38.5,Flagged,Health,33649,Settled,0,2024-12,Bancassurance
2899,7328,Policy-Claim Gap,0,55.4,Confirmed,Accident,52391,Settled,0,2024-01,Agent
2900,7093,Rapid Settlement,1,0.8,Under Review,Fire,37386,Pending,0,2024-12,Aggregator
2901,13859,Repeat Claimant,1,78.7,Confirmed,Theft,388171,Settled,0,2024-04,Bancassurance
2902,14339,Rapid Settlement,0,57.2,Flagged,Natural Disaster,59214,Rejected,0,2024-06,Aggregator
2903,14474,Repeat Claimant,1,91.3,Cleared,Health,32750,Settled,0,2026-03,Bancassurance
2904,7455,High Claim Ratio,1,30.5,Flagged,Health,16584,Settled,0,2024-09,Online
2905,16121,High Claim Ratio,0,90.9,Under Review,Natural Disaster,25901,Settled,1,2024-05,Agent
2906,11837,Policy-Claim Gap,0,26.8,Confirmed,Accident,9979,Settled,0,2025-02,Agent
2907,1854,Amount Rounding,0,63.1,Flagged,Natural Disaster,27707,Settled,0,2024-05,Online
2908,3449,Amount Rounding,0,33.0,Flagged,Health,91405,Settled,0,2024-05,Agent
2909,7402,Rapid Settlement,1,23.2,Under Review,Theft,57148,Rejected,0,2024-06,Aggregator
2910,15358,High Claim Ratio,1,34.9,Flagged,Natural Disaster,33430,Settled,0,2025-07,Partnership
2911,6560,Policy-Claim Gap,1,55.3,Under Review,Health,24619,Settled,0,2024-06,Online
2912,9511,Policy-Claim Gap,1,62.1,Flagged,Fire,41908,Rejected,0,2026-01,Agent
2913,3689,Policy-Claim Gap,1,18.3,Under Review,Fire,64567,Rejected,0,2026-02,Online
2914,15244,High Claim Ratio,1,43.1,Under Review,Natural Disaster,69355,Settled,0,2024-09,Online
2915,8122,High Claim Ratio,0,42.7,Under Review,Accident,18954,Pending,0,2025-08,Aggregator
2916,11670,High Claim Ratio,0,91.6,Flagged,Accident,33470,Rejected,0,2024-07,Partnership
2917,12058,Rapid Settlement,1,63.8,Cleared,Natural Disaster,45216,Pending,0,2025-03,Agent
2918,164,Repeat Claimant,1,54.3,Under Review,Health,1040964,Settled,0,2024-01,Aggregator
2919,6973,Rapid Settlement,0,85.3,Cleared,Accident,260960,Settled,0,2024-07,Online
2920,13737,Amount Rounding,0,19.3,Flagged,Theft,19890,Rejected,0,2025-01,Agent
2921,14947,Rapid Settlement,1,20.0,Confirmed,Accident,20684,Settled,0,2025-12,Bancassurance
2922,13414,Rapid Settlement,1,27.7,Under Review,Accident,109143,Pending,0,2025-09,Online
2923,10262,Amount Rounding,0,23.3,Cleared,Accident,51492,Pending,0,2026-01,Aggregator
2924,4986,Amount Rounding,1,78.8,Flagged,Theft,58574,Pending,0,2024-08,Agent
2925,4531,Rapid Settlement,0,90.4,Confirmed,Health,202906,Settled,1,2025-10,Bancassurance
2926,16807,High Claim Ratio,1,70.1,Under Review,Health,10411,Settled,0,2025-12,Online
2927,19111,High Claim Ratio,1,27.3,Confirmed,Accident,27251,Settled,1,2025-10,Online
2928,15592,Policy-Claim Gap,0,54.3,Confirmed,Accident,9072,Settled,0,2026-05,Agent
2929,5930,Policy-Claim Gap,0,45.9,Flagged,Accident,41510,Settled,0,2025-10,Aggregator
2930,13047,Repeat Claimant,0,30.6,Confirmed,Theft,453144,Settled,0,2024-12,Online
2931,173,Repeat Claimant,0,98.5,Flagged,Accident,109191,Pending,0,2024-03,Online
2932,13295,Policy-Claim Gap,1,29.1,Confirmed,Accident,232388,Settled,0,2025-02,Online
2933,5650,Rapid Settlement,0,61.3,Under Review,Fire,71208,Settled,0,2024-08,Agent
2934,43,Rapid Settlement,1,44.6,Flagged,Natural Disaster,203903,Pending,0,2025-02,Agent
2935,8010,Rapid Settlement,1,11.6,Flagged,Accident,90019,Settled,0,2024-07,Online
2936,11570,Repeat Claimant,1,77.1,Cleared,Theft,14454,Rejected,0,2024-07,Aggregator
2937,2552,Repeat Claimant,1,74.5,Confirmed,Health,117359,Pending,0,2025-10,Online
2938,3469,Amount Rounding,0,34.6,Confirmed,Theft,107647,Settled,0,2024-12,Online
2939,6497,Rapid Settlement,1,34.4,Confirmed,Theft,143411,Pending,0,2024-02,Online
2940,5385,Policy-Claim Gap,0,27.4,Under Review,Health,73111,Settled,0,2025-05,Partnership
2941,9826,Amount Rounding,0,80.7,Flagged,Theft,34546,Settled,0,2025-07,Partnership
2942,1335,Repeat Claimant,0,37.3,Under Review,Fire,10957,Rejected,0,2025-03,Agent
2943,14804,Amount Rounding,1,42.7,Under Review,Natural Disaster,171202,Settled,0,2026-02,Aggregator
2944,12992,Amount Rounding,1,83.9,Cleared,Natural Disaster,74565,Pending,1,2024-09,Bancassurance
2945,13237,Policy-Claim Gap,1,54.0,Flagged,Fire,16262,Settled,0,2025-08,Aggregator
2946,18250,Rapid Settlement,1,59.4,Cleared,Accident,45949,Rejected,0,2025-12,Online
2947,10298,Repeat Claimant,1,97.8,Under Review,Accident,5351,Settled,0,2026-03,Online
2948,8080,Policy-Claim Gap,1,11.5,Confirmed,Health,52244,Settled,0,2024-12,Aggregator
2949,7775,Amount Rounding,1,25.6,Confirmed,Health,52789,Settled,0,2024-11,Agent
2950,19572,Policy-Claim Gap,1,33.9,Cleared,Accident,17292,Settled,0,2024-01,Agent
2951,5540,Amount Rounding,0,42.3,Flagged,Natural Disaster,92490,Settled,0,2024-05,Agent
2952,155,High Claim Ratio,1,28.7,Confirmed,Health,54950,Settled,0,2025-09,Aggregator
2953,432,Repeat Claimant,1,52.5,Confirmed,Theft,9281,Settled,0,2026-02,Bancassurance
2954,17560,Policy-Claim Gap,1,16.4,Flagged,Natural Disaster,30638,Settled,0,2024-04,Online
2955,14228,Rapid Settlement,0,96.1,Under Review,Accident,4003,Settled,0,2024-02,Aggregator
2956,17791,Amount Rounding,0,14.8,Under Review,Theft,32442,Settled,0,2025-05,Aggregator
2957,17673,Rapid Settlement,1,44.1,Flagged,Theft,42577,Pending,0,2025-03,Aggregator
2958,12266,Policy-Claim Gap,1,48.3,Flagged,Theft,178771,Settled,0,2025-10,Bancassurance
2959,10863,Policy-Claim Gap,1,62.4,Cleared,Theft,529835,Pending,0,2024-05,Online
2960,19380,Rapid Settlement,0,91.2,Under Review,Health,28899,Settled,1,2025-05,Online
2961,13136,Amount Rounding,1,78.8,Under Review,Theft,17776,Settled,0,2025-01,Agent
2962,15051,Rapid Settlement,0,28.2,Under Review,Accident,762574,Settled,0,2026-01,Agent
2963,765,Rapid Settlement,0,86.9,Under Review,Natural Disaster,60424,Pending,0,2026-03,Aggregator
2964,1017,Amount Rounding,1,81.6,Flagged,Natural Disaster,186038,Settled,1,2025-09,Agent
2965,18710,High Claim Ratio,1,98.1,Flagged,Natural Disaster,227410,Settled,0,2024-04,Agent
2966,15018,Repeat Claimant,1,6.4,Under Review,Accident,66435,Settled,0,2026-03,Online
2967,5879,Policy-Claim Gap,1,76.7,Under Review,Health,19137,Settled,0,2024-09,Agent
2968,16700,Rapid Settlement,1,72.0,Cleared,Health,335622,Settled,0,2025-11,Partnership
2969,17798,Policy-Claim Gap,1,63.4,Flagged,Theft,302610,Settled,1,2024-07,Online
2970,10984,High Claim Ratio,1,82.7,Flagged,Theft,114720,Settled,0,2025-12,Agent
2971,953,Rapid Settlement,1,85.2,Confirmed,Health,29725,Settled,0,2026-04,Agent
2972,12953,Amount Rounding,1,2.7,Flagged,Health,172105,Settled,0,2024-05,Online
2973,7224,Amount Rounding,1,96.9,Confirmed,Accident,6722,Settled,0,2025-03,Partnership
2974,9737,Amount Rounding,0,83.9,Flagged,Accident,14598,Settled,0,2026-06,Online
2975,9088,Rapid Settlement,1,83.9,Confirmed,Health,71456,Settled,0,2025-06,Online
2976,4838,Policy-Claim Gap,1,17.3,Cleared,Theft,21830,Settled,0,2025-06,Aggregator
2977,2787,High Claim Ratio,1,43.4,Flagged,Accident,105092,Settled,0,2025-06,Agent
2978,9961,Policy-Claim Gap,0,11.8,Under Review,Accident,22385,Rejected,0,2025-01,Bancassurance
2979,16391,Repeat Claimant,1,2.2,Flagged,Natural Disaster,87411,Settled,0,2026-03,Agent
2980,6203,Amount Rounding,1,2.7,Cleared,Fire,136385,Rejected,0,2024-02,Bancassurance
2981,9195,High Claim Ratio,1,7.4,Flagged,Accident,158480,Settled,0,2025-08,Aggregator
2982,12415,Policy-Claim Gap,0,96.3,Under Review,Accident,17361,Settled,0,2025-12,Agent
2983,10268,Amount Rounding,0,16.5,Under Review,Health,82269,Settled,0,2024-05,Agent
2984,14299,Amount Rounding,1,41.3,Under Review,Health,90759,Settled,0,2024-10,Agent
2985,273,Policy-Claim Gap,1,93.9,Confirmed,Accident,48058,Settled,0,2025-07,Online
2986,19186,Repeat Claimant,0,80.7,Flagged,Accident,241650,Settled,0,2026-02,Agent
2987,7388,Rapid Settlement,1,49.9,Flagged,Accident,24580,Settled,0,2025-05,Online
2988,15342,Repeat Claimant,0,77.3,Flagged,Accident,175082,Settled,1,2026-01,Bancassurance
2989,4363,Repeat Claimant,1,38.4,Flagged,Accident,124620,Settled,0,2025-01,Agent
2990,19831,High Claim Ratio,0,43.3,Flagged,Health,102263,Settled,0,2024-10,Bancassurance
2991,2578,Repeat Claimant,1,41.9,Flagged,Health,84228,Settled,0,2026-01,Partnership
2992,17656,Amount Rounding,0,28.2,Flagged,Accident,36924,Settled,0,2024-07,Bancassurance
2993,11351,Rapid Settlement,1,26.0,Confirmed,Health,177141,Settled,0,2024-08,Agent
2994,16249,Amount Rounding,1,77.5,Flagged,Accident,15520,Settled,0,2024-12,Partnership
2995,11533,High Claim Ratio,1,74.1,Confirmed,Natural Disaster,37573,Rejected,0,2026-04,Online
2996,3144,Rapid Settlement,0,56.9,Under Review,Accident,38057,Pending,0,2025-06,Agent
2997,12761,Amount Rounding,1,86.5,Confirmed,Health,7073,Settled,0,2025-11,Aggregator
2998,6564,Rapid Settlement,1,41.2,Under Review,Theft,99875,Pending,0,2024-03,Online
2999,6826,Rapid Settlement,1,57.8,Under Review,Theft,64897,Settled,0,2026-03,Partnership
3000,296,Rapid Settlement,1,19.0,Confirmed,Health,127975,Settled,0,2024-08,Bancassurance
3001,151,Repeat Claimant,0,76.0,Flagged,Natural Disaster,65042,Settled,0,2025-12,Aggregator
3002,15572,Rapid Settlement,0,10.9,Under Review,Health,82292,Settled,0,2025-12,Partnership
3003,8518,Policy-Claim Gap,1,27.9,Flagged,Accident,311529,Pending,0,2025-09,Bancassurance
3004,5454,High Claim Ratio,0,84.2,Flagged,Natural Disaster,52714,Settled,0,2024-12,Agent
3005,13745,High Claim Ratio,1,36.1,Under Review,Health,12893,Settled,0,2024-05,Agent
3006,284,High Claim Ratio,1,33.0,Under Review,Natural Disaster,34366,Pending,0,2025-03,Agent
3007,3992,Amount Rounding,0,34.7,Flagged,Natural Disaster,68492,Settled,0,2025-09,Online
3008,10265,Policy-Claim Gap,1,99.6,Flagged,Health,209694,Pending,0,2024-07,Agent
3009,1360,Rapid Settlement,1,41.4,Under Review,Natural Disaster,16386,Rejected,0,2024-03,Partnership
3010,7648,Amount Rounding,1,18.1,Confirmed,Health,63981,Settled,0,2024-01,Agent
3011,6783,Policy-Claim Gap,1,94.5,Flagged,Health,16146,Rejected,0,2026-01,Online
3012,7204,Repeat Claimant,0,90.3,Flagged,Accident,288023,Settled,0,2024-09,Bancassurance
3013,18021,High Claim Ratio,0,22.9,Flagged,Accident,104555,Settled,0,2024-10,Online
3014,3779,Policy-Claim Gap,1,49.7,Flagged,Accident,4215,Settled,0,2024-09,Agent
3015,11351,Policy-Claim Gap,0,7.6,Cleared,Health,177141,Settled,0,2024-08,Agent
3016,6060,High Claim Ratio,1,52.6,Under Review,Accident,48722,Settled,0,2025-07,Agent
3017,10904,Amount Rounding,1,90.1,Under Review,Fire,11552,Settled,1,2024-04,Agent
3018,5835,Rapid Settlement,0,47.1,Cleared,Theft,21504,Settled,0,2025-07,Aggregator
3019,2710,Rapid Settlement,1,64.7,Under Review,Fire,39843,Pending,0,2024-08,Aggregator
3020,5338,Amount Rounding,1,98.4,Under Review,Health,72978,Settled,0,2025-12,Bancassurance
3021,3719,Repeat Claimant,0,80.3,Flagged,Accident,47979,Settled,0,2025-11,Agent
3022,10579,Policy-Claim Gap,1,11.9,Flagged,Fire,12067,Settled,0,2025-12,Agent
3023,18294,Amount Rounding,0,90.2,Confirmed,Accident,16005,Pending,0,2024-12,Aggregator
3024,17015,High Claim Ratio,0,79.1,Confirmed,Health,42456,Pending,0,2025-08,Aggregator
3025,9373,High Claim Ratio,1,89.1,Flagged,Accident,12554,Settled,0,2024-08,Agent
3026,8941,High Claim Ratio,0,2.2,Confirmed,Health,50399,Settled,0,2025-03,Agent
3027,4147,High Claim Ratio,0,64.6,Confirmed,Accident,85056,Settled,0,2025-01,Online
3028,17880,Amount Rounding,0,15.0,Cleared,Fire,29430,Pending,0,2026-05,Online
3029,6153,Repeat Claimant,0,6.3,Flagged,Accident,32475,Pending,0,2025-01,Agent
3030,19012,Rapid Settlement,0,1.1,Flagged,Health,167561,Settled,1,2025-09,Aggregator
3031,4015,Amount Rounding,0,39.2,Flagged,Accident,40151,Settled,1,2024-05,Aggregator
3032,5721,Policy-Claim Gap,1,73.1,Confirmed,Health,22697,Settled,0,2026-05,Bancassurance
3033,7500,High Claim Ratio,1,74.5,Under Review,Accident,37715,Settled,0,2024-05,Aggregator
3034,9474,High Claim Ratio,0,4.4,Under Review,Health,65250,Pending,0,2025-02,Online
3035,1884,Repeat Claimant,1,63.5,Under Review,Fire,8384,Settled,0,2025-12,Agent
3036,18708,Repeat Claimant,1,43.5,Under Review,Theft,4410,Settled,0,2025-05,Agent
3037,14431,Rapid Settlement,0,43.6,Under Review,Accident,89018,Settled,0,2025-03,Agent
3038,13957,Policy-Claim Gap,0,26.6,Cleared,Accident,88186,Settled,0,2024-11,Aggregator
3039,3207,Rapid Settlement,1,7.1,Under Review,Fire,40305,Settled,0,2025-10,Aggregator
3040,897,High Claim Ratio,1,9.1,Flagged,Fire,77283,Pending,0,2025-12,Agent
3041,7333,Repeat Claimant,1,84.4,Flagged,Fire,112292,Settled,0,2026-02,Online
3042,12334,Rapid Settlement,1,34.9,Flagged,Health,62450,Settled,0,2025-08,Partnership
3043,17761,Repeat Claimant,0,21.9,Flagged,Theft,141311,Settled,0,2026-05,Agent
3044,5058,Rapid Settlement,1,9.8,Cleared,Accident,221022,Rejected,0,2025-02,Online
3045,19953,Policy-Claim Gap,1,51.9,Under Review,Natural Disaster,32743,Settled,0,2024-03,Agent
3046,4100,Repeat Claimant,0,61.9,Flagged,Accident,29136,Settled,0,2024-08,Partnership
3047,17046,Rapid Settlement,0,80.6,Flagged,Accident,31546,Settled,0,2025-03,Bancassurance
3048,6357,Amount Rounding,1,45.3,Cleared,Theft,40082,Settled,0,2024-12,Agent
3049,14575,Rapid Settlement,1,89.2,Confirmed,Accident,17488,Settled,1,2024-06,Bancassurance
3050,18412,High Claim Ratio,1,30.0,Under Review,Theft,7169,Settled,0,2024-10,Aggregator
3051,13113,High Claim Ratio,0,18.6,Flagged,Natural Disaster,30467,Settled,0,2024-08,Agent
3052,10051,Repeat Claimant,0,19.1,Under Review,Health,20641,Settled,0,2025-10,Online
3053,402,Policy-Claim Gap,0,77.8,Flagged,Health,53802,Settled,0,2025-03,Agent
3054,13753,Amount Rounding,0,71.5,Under Review,Accident,58957,Settled,1,2025-07,Partnership
3055,6553,High Claim Ratio,1,55.4,Under Review,Accident,5915,Rejected,0,2025-06,Online
3056,4162,High Claim Ratio,1,75.6,Confirmed,Natural Disaster,24152,Settled,0,2025-07,Agent
3057,19418,Rapid Settlement,1,77.8,Flagged,Health,71582,Settled,0,2025-08,Aggregator
3058,11486,Rapid Settlement,1,53.9,Flagged,Accident,56726,Settled,0,2024-10,Aggregator
3059,7857,Policy-Claim Gap,1,75.6,Confirmed,Theft,58915,Settled,0,2025-12,Online
3060,12211,Policy-Claim Gap,1,37.0,Under Review,Health,37946,Settled,0,2025-04,Online
3061,9336,High Claim Ratio,0,76.2,Flagged,Natural Disaster,33436,Settled,0,2024-05,Aggregator
3062,9254,High Claim Ratio,1,70.9,Under Review,Health,263461,Settled,0,2024-11,Agent
3063,13042,Rapid Settlement,0,90.9,Cleared,Natural Disaster,5036,Settled,0,2026-04,Online
3064,924,Repeat Claimant,1,19.5,Flagged,Theft,70273,Settled,0,2026-04,Aggregator
3065,11700,High Claim Ratio,0,79.4,Confirmed,Accident,40121,Settled,0,2024-05,Online
3066,4258,Rapid Settlement,0,42.0,Confirmed,Health,22478,Settled,0,2025-02,Agent
3067,3555,High Claim Ratio,1,66.5,Flagged,Accident,11065,Settled,0,2024-10,Online
3068,8928,Policy-Claim Gap,1,9.9,Confirmed,Accident,22834,Settled,0,2024-07,Online
3069,18242,Repeat Claimant,1,64.6,Flagged,Accident,46341,Settled,0,2024-02,Aggregator
3070,11204,Amount Rounding,1,78.8,Flagged,Health,9861,Settled,0,2025-06,Aggregator
3071,15451,Repeat Claimant,0,35.4,Under Review,Health,92697,Settled,0,2024-09,Agent
3072,14138,Repeat Claimant,1,63.9,Confirmed,Theft,141696,Settled,0,2025-10,Online
